Company,Industry,City,Country,Continent,Year Founded,Date Joined,Year_Joined,Valuation_Num,Funding_Num,Years_To_Unicorn
Kajabi,Internet software & services,Irvine,United States,North America,2010,2021-05-04 00:00:00.000,2021,2000000000.00,550000000.00,11
Kaseya,Cybersecurity,Miami,United States,North America,2000,2019-03-27 00:00:00.000,2019,2000000000.00,545000000.00,19
Keep,Mobile & telecommunications,Beijing,China,Asia,2014,2020-05-19 00:00:00.000,2020,2000000000.00,614000000.00,6
KRY,Health,Stockholm,Sweden,Europe,2014,2021-04-27 00:00:00.000,2021,2000000000.00,569000000.00,7
Loggi,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,2019-06-05 00:00:00.000,2019,2000000000.00,507000000.00,6
LTK,Internet software & services,Dallas,United States,North America,2011,2021-11-22 00:00:00.000,2021,2000000000.00,315000000.00,10
Lunar,Fintech,Aarhus,Denmark,Europe,2015,2021-07-12 00:00:00.000,2021,2000000000.00,448000000.00,6
Mafengwo,Travel,Beijing,China,Asia,2010,2019-05-23 00:00:00.000,2019,2000000000.00,503000000.00,9
Magic Leap,Hardware,Plantation,United States,North America,2010,2014-10-21 00:00:00.000,2014,2000000000.00,3000000000.00,4
Misfits Market,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,2021-04-21 00:00:00.000,2021,2000000000.00,527000000.00,3
Modern Treasury,Fintech,San Francisco,United States,North America,2018,2021-10-06 00:00:00.000,2021,2000000000.00,183000000.00,3
MURAL,Internet software & services,San Francisco,United States,North America,2011,2021-07-20 00:00:00.000,2021,2000000000.00,192000000.00,10
Mynt,Fintech,Taguig City,Philippines,Asia,2015,2021-11-01 00:00:00.000,2021,2000000000.00,475000000.00,6
Neo4j,Data management & analytics,San Mateo,United States,North America,2007,2021-06-17 00:00:00.000,2021,2000000000.00,408000000.00,14
Netlify,Internet software & services,San Francisco,United States,North America,2014,2021-11-17 00:00:00.000,2021,2000000000.00,202000000.00,7
OCSiAl,Other,Leudelange,Luxembourg,Europe,2012,2019-03-04 00:00:00.000,2019,2000000000.00,285000000.00,7
Opay,Fintech,Lagos,Nigeria,Africa,2018,2021-08-23 00:00:00.000,2021,2000000000.00,570000000.00,3
Pipe,Fintech,Miami,United States,North America,2019,2021-05-19 00:00:00.000,2021,2000000000.00,566000000.00,2
Preferred Networks,Artificial intelligence,Tokyo,Japan,Asia,2014,2018-05-17 00:00:00.000,2018,2000000000.00,147000000.00,4
Quora,Internet software & services,Mountain View,United States,North America,2009,2017-04-21 00:00:00.000,2017,2000000000.00,226000000.00,8
Redis Labs,Data management & analytics,Mountain View,United States,North America,2011,2020-08-25 00:00:00.000,2020,2000000000.00,356000000.00,9
SmartNews,Mobile & telecommunications,Tokyo,Japan,Asia,2012,2019-08-05 00:00:00.000,2019,2000000000.00,410000000.00,7
Spring Health,Health,New York,United States,North America,2016,2021-09-16 00:00:00.000,2021,2000000000.00,296000000.00,5
StarkWare,Cybersecurity,Netanya,Israel,Asia,2018,2021-11-17 00:00:00.000,2021,2000000000.00,161000000.00,3
SWORD Health,Health,New York,United States,North America,2015,2021-11-22 00:00:00.000,2021,2000000000.00,296000000.00,6
Tier,Travel,Berlin,Germany,Europe,2018,2021-10-25 00:00:00.000,2021,2000000000.00,587000000.00,3
Trendy Group International,Consumer & retail,Kowloon,Hong Kong,Asia,1999,2012-02-13 00:00:00.000,2012,2000000000.00,200000000.00,13
Unqork,Fintech,New York,United States,North America,2017,2020-10-06 00:00:00.000,2020,2000000000.00,365000000.00,3
VerbIT,Artificial intelligence,New York,United States,North America,2016,2021-06-08 00:00:00.000,2021,2000000000.00,432000000.00,5
Virta Health,Health,San Francisco,United States,North America,2015,2020-12-02 00:00:00.000,2020,2000000000.00,373000000.00,5
Xinchao Media,Internet software & services,Chengdu,China,Asia,2007,2018-04-09 00:00:00.000,2018,2000000000.00,768000000.00,11
Xingyun Group,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,2020-09-24 00:00:00.000,2020,2000000000.00,950000000.00,5
XtalPi,Artificial intelligence,Shenzhen,China,Asia,2014,2021-08-11 00:00:00.000,2021,2000000000.00,786000000.00,7
Zilch,Fintech,London,United Kingdom,Europe,2018,2021-11-10 00:00:00.000,2021,2000000000.00,339000000.00,3
56PINGTAI,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,2021-01-25 00:00:00.000,2021,1000000000.00,188000000.00,8
Alzheon,Health,Framingham,United States,North America,2013,2020-09-30 00:00:00.000,2020,1000000000.00,94000000.00,7
Aprogen,Health,Seongnam-Si,South Korea,Asia,2000,2019-05-31 00:00:00.000,2019,1000000000.00,62000000.00,19
Axtria,Data management & analytics,Berkeley Heights,United States,North America,2009,2021-05-13 00:00:00.000,2021,1000000000.00,206000000.00,12
Cell C,Mobile & telecommunications,Midrand,South Africa,Africa,2000,2017-08-07 00:00:00.000,2017,1000000000.00,547000000.00,17
China Cloud,Hardware,Wuxi,China,Asia,2010,2018-06-11 00:00:00.000,2018,1000000000.00,523000000.00,8
CredAvenue,Fintech,Chennai,India,Asia,2017,2022-03-07 00:00:00.000,2022,1000000000.00,227000000.00,5
DeepBlue Technology,Artificial intelligence,Shanghai,China,Asia,2014,2018-04-16 00:00:00.000,2018,1000000000.00,79000000.00,4
dMed Biopharmaceutical,Health,Shanghai,China,Asia,2016,2021-07-12 00:00:00.000,2021,1000000000.00,214000000.00,5
Einride,Auto & transportation,Stockholm,Sweden,Europe,2016,2021-12-31 00:00:00.000,2021,1000000000.00,151000000.00,5
EQRx,Health,Cambridge,United States,North America,2020,2021-01-11 00:00:00.000,2021,1000000000.00,700000000.00,1
Everly Health,E-commerce & direct-to-consumer,Austin,United States,North America,2015,2020-12-03 00:00:00.000,2020,1000000000.00,231000000.00,5
Fair,Auto & transportation,Santa Monica,United States,North America,2016,2018-12-20 00:00:00.000,2018,1000000000.00,2000000000.00,2
Flipboard,Internet software & services,Palo Alto,United States,North America,2010,2015-07-22 00:00:00.000,2015,1000000000.00,211000000.00,5
Globality,Artificial intelligence,Menlo Park,United States,North America,2015,2019-01-22 00:00:00.000,2019,1000000000.00,310000000.00,4
Hosjoy,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,2018-10-18 00:00:00.000,2018,1000000000.00,139000000.00,9
Huisuanzhang,Fintech,Beijing,China,Asia,2015,2021-05-24 00:00:00.000,2021,1000000000.00,227000000.00,6
HuJiang,Edtech,Shanghai,China,Asia,2001,2015-10-29 00:00:00.000,2015,1000000000.00,223000000.00,14
Hyperchain,Fintech,Hangzhou,China,Asia,2016,2021-04-11 00:00:00.000,2021,1000000000.00,249000000.00,5
iTutorGroup,Edtech,Shanghai,China,Asia,1998,2015-11-18 00:00:00.000,2015,1000000000.00,315000000.00,17
JimuBox,Fintech,Beijing,China,Asia,2013,2015-04-21 00:00:00.000,2015,1000000000.00,131000000.00,2
Juma Peisong,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,2018-11-26 00:00:00.000,2018,1000000000.00,281000000.00,7
Justworks,Internet software & services,New York,United States,North America,2012,2020-01-28 00:00:00.000,2020,1000000000.00,143000000.00,8
Keenon Robotics,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,2021-09-15 00:00:00.000,2021,1000000000.00,229000000.00,11
Kuaigou Dache,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,2018-07-13 00:00:00.000,2018,1000000000.00,650000000.00,4
LifeMiles,Other,Bogota,Colombia,South America,2011,2015-07-13 00:00:00.000,2015,1000000000.00,344000000.00,4
LinkSure Network,Mobile & telecommunications,Shanghai,China,Asia,2013,2015-01-01 00:00:00.000,2015,1000000000.00,52000000.00,2
MobiKwik,Fintech,Gurugram,India,Asia,2009,2021-10-13 00:00:00.000,2021,1000000000.00,249000000.00,12
Modernizing Medicine,Health,Boca Raton,United States,North America,2010,2017-05-10 00:00:00.000,2017,1000000000.00,394000000.00,7
OVH,Other,Roubaix,France,Europe,1999,2016-08-15 00:00:00.000,2016,1000000000.00,1000000000.00,17
Phenom People,Internet software & services,Ambler,United States,North America,2011,2021-04-07 00:00:00.000,2021,1000000000.00,163000000.00,10
Pipa Coding,Edtech,Beijing,China,Asia,2017,2021-03-25 00:00:00.000,2021,1000000000.00,268000000.00,4
Qingting FM,Internet software & services,Shanghai,China,Asia,2011,2021-06-02 00:00:00.000,2021,1000000000.00,164000000.00,10
Rad Power Bikes,Auto & transportation,Seattle,United States,North America,2007,2021-10-28 00:00:00.000,2021,1000000000.00,329000000.00,14
Shukun Technology,Artificial Intelligence,Beijing,China,Asia,2017,2021-08-16 00:00:00.000,2021,1000000000.00,211000000.00,4
Shulan Health,Health,Hangzhou,China,Asia,2015,2021-03-01 00:00:00.000,2021,1000000000.00,43000000.00,6
SITECH DEV,Other,Guiyang,China,Asia,2017,2019-05-16 00:00:00.000,2019,1000000000.00,NULL,2
Snapdeal,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2014-05-21 00:00:00.000,2014,1000000000.00,2000000000.00,6
SumUp,Fintech,London,United Kingdom,Europe,2011,2019-07-16 00:00:00.000,2019,1000000000.00,1000000000.00,8
TalkingData,Mobile & telecommunications,Beijing,China,Asia,2013,2021-01-06 00:00:00.000,2021,1000000000.00,310000000.00,8
TUNGEE,Artificial Intelligence,Guangzhou,China,Asia,2016,2021-12-15 00:00:00.000,2021,1000000000.00,171000000.00,5
UISEE Technology,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,2021-01-25 00:00:00.000,2021,1000000000.00,154000000.00,5
Valgen Medtech,Health,Hangzhou,China,Asia,2015,2021-05-06 00:00:00.000,2021,1000000000.00,188000000.00,6
Vectra Networks,Artificial intelligence,San Jose,United States,North America,2011,2021-04-29 00:00:00.000,2021,1000000000.00,352000000.00,10
Venafi,Cybersecurity,Salt Lake City,United States,North America,2000,2020-12-10 00:00:00.000,2020,1000000000.00,174000000.00,20
Wacai,Mobile & telecommunications,Hangzhou,China,Asia,2009,2018-07-18 00:00:00.000,2018,1000000000.00,369000000.00,9
WeBull,Fintech,Changsha,China,Asia,2016,2021-02-18 00:00:00.000,2021,1000000000.00,230000000.00,5
WTOIP,Internet software & services,Guangzhou,China,Asia,2013,2018-04-08 00:00:00.000,2018,1000000000.00,307000000.00,5
Xiaobing,Fintech,Beijing,China,Asia,2020,2021-07-12 00:00:00.000,2021,1000000000.00,NULL,1
Xiaoe Tech,Internet software & services,Shenzhen,China,Asia,2015,2021-06-15 00:00:00.000,2021,1000000000.00,149000000.00,6
Yiguo,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,2016-11-09 00:00:00.000,2016,1000000000.00,800000000.00,11
Yimidida,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,2019-01-14 00:00:00.000,2019,1000000000.00,554000000.00,4
Yipin Shengxian,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,2019-03-11 00:00:00.000,2019,1000000000.00,658000000.00,2
Ynsect,Other,Evry,France,Europe,2011,2019-02-21 00:00:00.000,2019,1000000000.00,393000000.00,8
Hello TransTech,Auto & transportation,Shanghai,China,Asia,2016,2018-06-01 00:00:00.000,2018,1000000000.00,2000000000.00,2
Miaoshou Doctor,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,2019-06-27 00:00:00.000,2019,1000000000.00,947000000.00,4
ECARX,Auto & transportation,Wuhan,China,Asia,2016,2020-10-26 00:00:00.000,2020,1000000000.00,394000000.00,4
Eat Just,Consumer & retail,San Francisco,United States,North America,2011,2017-11-30 00:00:00.000,2017,1000000000.00,440000000.00,6
Trumid,Fintech,New York,United States,North America,2014,2020-07-15 00:00:00.000,2020,1000000000.00,660000000.00,6
Qualia,Fintech,San Francisco,United States,North America,2015,2020-12-21 00:00:00.000,2020,1000000000.00,160000000.00,5
Beisen,Internet software & services,Beijing,China,Asia,2002,2021-05-11 00:00:00.000,2021,1000000000.00,388000000.00,19
Earnix,Fintech,Giv'atayim,Israel,Asia,2001,2021-02-21 00:00:00.000,2021,1000000000.00,98000000.00,20
Kujiale,Internet software & services,Hangzhou,China,Asia,2011,2019-10-25 00:00:00.000,2019,1000000000.00,235000000.00,8
Orca Security,Cybersecurity,Portland,United States,North America,2019,2021-03-23 00:00:00.000,2021,1000000000.00,632000000.00,2
Apus Group,Mobile & telecommunications,Beijing,China,Asia,2014,2015-01-16 00:00:00.000,2015,1000000000.00,116000000.00,1
Forte Labs,Fintech,San Francisco,United States,North America,2018,2021-05-12 00:00:00.000,2021,1000000000.00,910000000.00,3
CureFit,Health,Bengaluru,India,Asia,2016,2021-11-10 00:00:00.000,2021,1000000000.00,665000000.00,5
DT Dream,Data management & analytics,Hangzhou,China,Asia,2015,2017-06-08 00:00:00.000,2017,1000000000.00,267000000.00,2
fabric,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,2022-02-24 00:00:00.000,2022,1000000000.00,294000000.00,5
JOLLY Information Technology,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,2018-05-29 00:00:00.000,2018,1000000000.00,96000000.00,10
K Health,Health,New York,United States,North America,2016,2021-01-19 00:00:00.000,2021,1000000000.00,271000000.00,5
Mofang Living,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,2016-04-13 00:00:00.000,2016,1000000000.00,650000000.00,7
Spendesk,Fintech,Paris,France,Europe,2015,2022-01-18 00:00:00.000,2022,1000000000.00,314000000.00,7
TaxBit,Fintech,Draper,United States,North America,2018,2021-08-04 00:00:00.000,2021,1000000000.00,236000000.00,3
XiaoZhu,Travel,Beijing,China,Asia,2012,2017-11-01 00:00:00.000,2017,1000000000.00,572000000.00,5
Yijiupi,Consumer & retail,Beijing,China,Asia,2014,2018-09-20 00:00:00.000,2018,1000000000.00,511000000.00,4
YunQuNa,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,2021-06-29 00:00:00.000,2021,1000000000.00,207000000.00,6
Bordrin Motors,Auto & transportation,Shanghai,China,Asia,2016,2019-06-03 00:00:00.000,2019,1000000000.00,362000000.00,3
Aleo,Cybersecurity,San Francisco,United States,North America,2019,2022-02-07 00:00:00.000,2022,1000000000.00,228000000.00,3
Coocaa,Hardware,Shenzhen,China,Asia,2006,2018-03-16 00:00:00.000,2018,1000000000.00,218000000.00,12
Gymshark,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,2020-08-14 00:00:00.000,2020,1000000000.00,262000000.00,8
M1 Finance,Fintech,Chicago,United States,North America,2015,2021-07-14 00:00:00.000,2021,1000000000.00,323000000.00,6
Ouyeel,Internet software & services,Shanghai,China,Asia,2015,2019-06-27 00:00:00.000,2019,1000000000.00,432000000.00,4
SonderMind,Health,Denver,United States,North America,2014,2021-07-28 00:00:00.000,2021,1000000000.00,183000000.00,7
Astranis Space Technologies,Mobile & telecommunications,San Francisco,United States,North America,2015,2021-04-14 00:00:00.000,2021,1000000000.00,303000000.00,6
Away,E-commerce & direct-to-consumer,New York,United States,North America,2015,2019-05-15 00:00:00.000,2019,1000000000.00,181000000.00,4
Cabify,Auto & transportation,Madrid,Spain,Europe,2011,2018-01-22 00:00:00.000,2018,1000000000.00,407000000.00,7
Clarify Health,Health,San Francisco,United States,North America,2015,2022-04-05 00:00:00.000,2022,1000000000.00,328000000.00,7
Coda,Internet software & services,Mountain View,United States,North America,2014,2021-07-08 00:00:00.000,2021,1000000000.00,240000000.00,7
Deezer,Internet software & services,Paris,France,Europe,2007,2018-08-02 00:00:00.000,2018,1000000000.00,532000000.00,11
Degreed,Edtech,Pleasanton,United States,North America,2012,2021-04-13 00:00:00.000,2021,1000000000.00,318000000.00,9
Deliverect,Fintech,Ghent,Belgium,Europe,2018,2022-01-24 00:00:00.000,2022,1000000000.00,237000000.00,4
Envoy,Internet software & services,San Francisco,United States,North America,2013,2022-01-11 00:00:00.000,2022,1000000000.00,170000000.00,9
Epidemic Sound,Internet software & services,Stockholm,Sweden,Europe,2009,2021-03-11 00:00:00.000,2021,1000000000.00,509000000.00,12
Figment,Internet software & services,Toronto,Canada,North America,2018,2021-12-20 00:00:00.000,2021,1000000000.00,165000000.00,3
Firebolt,Data management & analytics,Tel Aviv,Israel,Asia,2019,2022-01-26 00:00:00.000,2022,1000000000.00,264000000.00,3
Five Star Business Finance,Other,Chennai,India,Asia,1984,2021-03-26 00:00:00.000,2021,1000000000.00,456000000.00,37
GupShup,Internet software & services,San Francisco,United States,North America,2011,2021-04-08 00:00:00.000,2021,1000000000.00,384000000.00,10
Kong,Internet software & services,San Francisco,United States,North America,2007,2020-12-31 00:00:00.000,2020,1000000000.00,169000000.00,13
Koudai,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,2014-10-23 00:00:00.000,2014,1000000000.00,368000000.00,4
Panther Labs,Cybersecurity,San Francisco,United States,North America,2018,2021-12-02 00:00:00.000,2021,1000000000.00,141000000.00,3
Papa,Health,Miami,United States,North America,2016,2021-11-04 00:00:00.000,2021,1000000000.00,241000000.00,5
Pristyn Care,Health,Gurugram,India,Asia,2018,2021-12-07 00:00:00.000,2021,1000000000.00,177000000.00,3
Rebel Foods,E-commerce & direct-to-consumer,Pune,India,Asia,2011,2021-10-07 00:00:00.000,2021,1000000000.00,521000000.00,10
Salt Security,Cybersecurity,Palo Alto,United States,North America,2016,2022-02-10 00:00:00.000,2022,1000000000.00,271000000.00,6
Scalable Capital,Fintech,Munich,Germany,Europe,2014,2021-06-08 00:00:00.000,2021,1000000000.00,314000000.00,7
SparkCognition,Artificial intelligence,Austin,United States,North America,2013,2022-01-25 00:00:00.000,2022,1000000000.00,286000000.00,9
Stash,Fintech,New York,United States,North America,2015,2021-02-03 00:00:00.000,2021,1000000000.00,426000000.00,6
Symphony,Fintech,New York,United States,North America,2014,2017-05-16 00:00:00.000,2017,1000000000.00,511000000.00,3
Tripledot,Mobile & telecommunications,London,United Kingdom,Europe,2017,2022-02-14 00:00:00.000,2022,1000000000.00,202000000.00,5
VideoAmp,Internet software & services,Los Angeles,United States,North America,2014,2021-10-21 00:00:00.000,2021,1000000000.00,382000000.00,7
Yidian Zixun,Mobile & telecommunications,Beijing,China,Asia,2021,2017-10-17 00:00:00.000,2017,1000000000.00,151000000.00,-4
Yotpo,Internet software & services,New York,United States,North America,2011,2021-03-18 00:00:00.000,2021,1000000000.00,436000000.00,10
Neon,Fintech,Sao Paulo,Brazil,South America,2016,2022-02-14 00:00:00.000,2022,1000000000.00,720000000.00,6
Veepee,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,2007-07-02 00:00:00.000,2007,1000000000.00,NULL,6
Alloy,Fintech,New York,United States,North America,2015,2021-09-30 00:00:00.000,2021,1000000000.00,156000000.00,6
Epirus,Other,Hawthorne,United States,North America,2018,2022-02-14 00:00:00.000,2022,1000000000.00,287000000.00,4
Klook,Travel,Central,Hong Kong,Asia,2014,2018-08-07 00:00:00.000,2018,1000000000.00,722000000.00,4
Yaoshibang,Health,Guangzhou,China,Asia,2015,2021-06-15 00:00:00.000,2021,1000000000.00,496000000.00,6
Signifyd,Fintech,San Jose,United States,North America,2011,2021-04-15 00:00:00.000,2021,1000000000.00,390000000.00,10
Motorway,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,2021-11-29 00:00:00.000,2021,1000000000.00,276000000.00,4
RIDI,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,2022-01-24 00:00:00.000,2022,1000000000.00,178000000.00,14
Athletic Greens,Health,New York,United States,North America,2010,2022-01-25 00:00:00.000,2022,1000000000.00,115000000.00,12
GPclub,Other,Seoul,South Korea,Asia,2003,2018-10-22 00:00:00.000,2018,1000000000.00,67000000.00,15
Grove Collaborative,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,2019-09-06 00:00:00.000,2019,1000000000.00,475000000.00,3
Tongdun Technology,Cybersecurity,Hangzhou,China,Asia,2013,2019-04-25 00:00:00.000,2019,1000000000.00,252000000.00,6
Unisound,Artificial intelligence,Beijing,China,Asia,2012,2018-07-19 00:00:00.000,2018,1000000000.00,361000000.00,6
Betterment,Fintech,New York,United States,North America,2010,2021-09-29 00:00:00.000,2021,1000000000.00,335000000.00,11
Cava Group,Other,Washington,United States,North America,2010,2021-04-27 00:00:00.000,2021,1000000000.00,738000000.00,11
CoinTracker,Fintech,San Francisco,United States,North America,2017,2022-01-27 00:00:00.000,2022,1000000000.00,102000000.00,5
DistroKid,Internet software & services,New York,United States,North America,2013,2021-08-16 00:00:00.000,2021,1000000000.00,NULL,8
Domestika,Internet software & services,Berkeley,United States,North America,2012,2022-01-27 00:00:00.000,2022,1000000000.00,130000000.00,10
Flock Freight,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,2021-10-20 00:00:00.000,2021,1000000000.00,399000000.00,6
InSightec,Health,Tirat Carmel,Israel,Asia,1999,2020-03-06 00:00:00.000,2020,1000000000.00,633000000.00,21
Island,Internet software & services,Dallas,United States,North America,2020,2022-03-23 00:00:00.000,2022,1000000000.00,215000000.00,2
iTrustCapital,Fintech,Long Beach,United States,North America,2018,2022-01-11 00:00:00.000,2022,1000000000.00,128000000.00,4
Konfio,Fintech,Mexico City,Mexico,North America,2013,2021-09-29 00:00:00.000,2021,1000000000.00,378000000.00,8
LinkTree,Internet software & services,Melbourne,Australia,Oceania,2016,2022-03-16 00:00:00.000,2022,1000000000.00,166000000.00,6
Loadsmart,"Supply chain, logistics, & delivery",New York,United States,North America,2014,2022-02-01 00:00:00.000,2022,1000000000.00,336000000.00,8
Lukka,Fintech,New York,United States,North America,2014,2022-01-14 00:00:00.000,2022,1000000000.00,201000000.00,8
Manner,Other,Shanghai,China,Asia,2015,2020-12-24 00:00:00.000,2020,1000000000.00,10000000.00,5
The Brandtech Group,Other,New York,United States,North America,2015,2019-11-19 00:00:00.000,2019,1000000000.00,610000000.00,4
TravelPerk,Travel,Barcelona,Spain,Europe,2015,2022-01-12 00:00:00.000,2022,1000000000.00,408000000.00,7
YugaByte,Data management & analytics,Sunnyvale,United States,North America,2016,2021-10-28 00:00:00.000,2021,1000000000.00,291000000.00,5
Intercom,Internet software & services,San Francisco,United States,North America,2011,2018-03-27 00:00:00.000,2018,1000000000.00,241000000.00,7
OVO Energy,Other,Bristol,United Kingdom,Europe,2009,2019-02-14 00:00:00.000,2019,1000000000.00,324000000.00,10
BigID,Cybersecurity,New York,United States,North America,2015,2020-12-16 00:00:00.000,2020,1000000000.00,246000000.00,5
CaptivateIQ,Fintech,San Francisco,United States,North America,2014,2022-01-26 00:00:00.000,2022,1000000000.00,165000000.00,8
Flipdish,Internet software & services,Dublin,Ireland,Europe,2015,2022-01-13 00:00:00.000,2022,1000000000.00,157000000.00,7
Honor Technology,Internet software & services,San Francisco,United States,North America,2014,2021-10-05 00:00:00.000,2021,1000000000.00,325000000.00,7
Incode Technologies,Cybersecurity,San Francisco,United States,North America,2015,2021-12-07 00:00:00.000,2021,1000000000.00,257000000.00,6
Kuaikan Manhua,Internet software & services,Beijing,China,Asia,2014,2017-12-01 00:00:00.000,2017,1000000000.00,594000000.00,3
Marshmallow,Fintech,London,United Kingdom,Europe,2017,2021-09-08 00:00:00.000,2021,1000000000.00,116000000.00,4
Mythical Games,Internet software & services,Sherman Oaks,United States,North America,2018,2021-11-04 00:00:00.000,2021,1000000000.00,260000000.00,3
Route,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,2022-01-21 00:00:00.000,2022,1000000000.00,482000000.00,4
Tackle.io,Internet software & services,Boise,United States,North America,2016,2021-12-21 00:00:00.000,2021,1000000000.00,148000000.00,5
Nexii,Other,Vancouver,Canada,North America,2020,2021-09-08 00:00:00.000,2021,1000000000.00,45000000.00,1
GalaxySpace,Mobile & telecommunications,Beijing,China,Asia,2016,2020-11-17 00:00:00.000,2020,1000000000.00,14000000.00,4
Insider,Internet software & services,Istanbul,Turkey,Europe,2012,2022-02-28 00:00:00.000,2022,1000000000.00,167000000.00,10
Spiber,Other,Tsuruoka,Japan,Asia,2007,2021-09-08 00:00:00.000,2021,1000000000.00,520000000.00,14
Ada Support,Artificial intelligence,Toronto,Canada,North America,2016,2021-05-07 00:00:00.000,2021,1000000000.00,191000000.00,5
AgentSync,Fintech,Denver,United States,North America,2018,2021-12-07 00:00:00.000,2021,1000000000.00,111000000.00,3
Alation,Internet software & services,Redwood City,United States,North America,2012,2021-06-03 00:00:00.000,2021,1000000000.00,192000000.00,9
BigPanda,Artificial intelligence,Mountain View,United States,North America,2012,2022-01-12 00:00:00.000,2022,1000000000.00,317000000.00,10
CarDekho,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,2021-10-13 00:00:00.000,2021,1000000000.00,448000000.00,13
Copado,Data management & analytics,Chicago,United States,North America,2013,2021-09-13 00:00:00.000,2021,1000000000.00,271000000.00,8
DailyPay,Fintech,New York,United States,North America,2016,2021-05-18 00:00:00.000,2021,1000000000.00,189000000.00,5
FloQast,Fintech,Los Angeles,United States,North America,2013,2021-07-21 00:00:00.000,2021,1000000000.00,230000000.00,8
Gem,Internet software & services,San Francisco,United States,North America,2017,2021-09-28 00:00:00.000,2021,1000000000.00,148000000.00,4
GrubMarket,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,2021-09-14 00:00:00.000,2021,1000000000.00,382000000.00,8
Helium Systems,Internet software & services,San Francisco,United States,North America,2013,2022-02-22 00:00:00.000,2022,1000000000.00,365000000.00,9
Inari,Other,Cambridge,United States,North America,2016,2021-05-12 00:00:00.000,2021,1000000000.00,337000000.00,5
Jokr,E-commerce & direct-to-consumer,New York,United States,North America,2021,2021-12-02 00:00:00.000,2021,1000000000.00,430000000.00,0
LivSpace,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,2022-02-08 00:00:00.000,2022,1000000000.00,427000000.00,7
Merama,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,2021-12-09 00:00:00.000,2021,1000000000.00,345000000.00,1
MindTickle,Internet software & services,San Francisco,United States,North America,2012,2021-08-03 00:00:00.000,2021,1000000000.00,281000000.00,9
MyGlamm,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,2021-11-10 00:00:00.000,2021,1000000000.00,310000000.00,6
Oda,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,2021-06-02 00:00:00.000,2021,1000000000.00,337000000.00,8
Offchain Labs,Internet software & services,Princeton,United States,North America,2018,2021-08-31 00:00:00.000,2021,1000000000.00,124000000.00,3
Phantom,Fintech,San Francisco,United States,North America,2021,2022-01-31 00:00:00.000,2022,1000000000.00,118000000.00,1
Pilot.com,Fintech,San Francisco,United States,North America,2016,2021-03-26 00:00:00.000,2021,1000000000.00,161000000.00,5
Prime Medicine,Health,Cambridge,United States,North America,2019,2021-07-13 00:00:00.000,2021,1000000000.00,315000000.00,2
Public,Fintech,New York,United States,North America,2008,2021-02-17 00:00:00.000,2021,1000000000.00,309000000.00,13
Qumulo,Data management & analytics,Seattle,United States,North America,2012,2020-07-16 00:00:00.000,2020,1000000000.00,347000000.00,8
Rohlik,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,2021-07-01 00:00:00.000,2021,1000000000.00,380000000.00,2
SeekOut,Internet software & services,Bellevue,United States,North America,2017,2022-01-12 00:00:00.000,2022,1000000000.00,189000000.00,5
SmartMore,Artificial Intelligence,Shenzhen,China,Asia,2019,2021-06-24 00:00:00.000,2021,1000000000.00,300000000.00,2
Tealium,Internet software & services,San Diego,United States,North America,2008,2021-02-03 00:00:00.000,2021,1000000000.00,264000000.00,13
UpGrad,Edtech,Mumbai,India,Asia,2015,2021-08-09 00:00:00.000,2021,1000000000.00,194000000.00,6
Workhuman,Internet software & services,Dublin,Ireland,Europe,1999,2020-06-23 00:00:00.000,2020,1000000000.00,9000000.00,21
